username,submitted_at,processed_at,type,score,dcr_share,nndr_ratio,qa_report,is_qualified
avaleriop,2025-06-19 23:12:23.978+00,2025-06-19 23:20:44.635296+00,flat,0.771213,0.504,0.992838,"{""accuracy"": {""overall"": 0.7712135, ""bivariate"": 0.7664402, ""coherence"": null, ""trivariate"": 0.686661, ""univariate"": 0.8605391, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.341, ""dcr_trn_hol"": 0.298, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.34, ""ims_training"": 0.0, ""nndr_holdout"": 0.570282338229, ""nndr_trn_hol"": 0.444331801157, ""nndr_training"": 0.566198113706}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.8028222, ""discriminator_auc_training_synthetic"": 1.0}}",t
francescapia,2025-06-19 20:36:20.586+00,2025-06-19 20:38:14.726466+00,sequential,0.96622,0.51,1.02796,"{""accuracy"": {""overall"": 0.9662205, ""bivariate"": 0.9690773, ""coherence"": 0.9803247, ""trivariate"": 0.9277218, ""univariate"": 0.9877582, ""overall_max"": 0.9721535, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883213, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.51, ""dcr_holdout"": 0.099, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.003, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.099, ""ims_training"": 0.002, ""nndr_holdout"": 0.000000101972, ""nndr_trn_hol"": 0.000000088591, ""nndr_training"": 0.000000104823}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999829, ""discriminator_auc_training_holdout"": 0.512, ""cosine_similarity_training_synthetic"": 0.9998731, ""discriminator_auc_training_synthetic"": 0.525}}",t
Tecnarca,2025-06-19 17:22:38.023+00,2025-06-19 17:31:06.769038+00,flat,0.984414,0.507,0.89602,"{""accuracy"": {""overall"": 0.9844142, ""bivariate"": 0.9860055, ""coherence"": null, ""trivariate"": 0.9738439, ""univariate"": 0.993393, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.507, ""dcr_holdout"": 0.098, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.097, ""ims_training"": 0.0, ""nndr_holdout"": 0.117674205406, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.105438498609}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.9999281, ""discriminator_auc_training_synthetic"": 0.512}}",t
Kiruba-05,2025-06-19 14:48:01.147+00,2025-06-19 14:56:20.464238+00,flat,0.981687,0.506,1.05994,"{""accuracy"": {""overall"": 0.9816872, ""bivariate"": 0.9831961, ""coherence"": null, ""trivariate"": 0.970356, ""univariate"": 0.9915096, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.097, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.096, ""ims_training"": 0.0, ""nndr_holdout"": 0.105373384628, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.111689742101}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.999835, ""discriminator_auc_training_synthetic"": 0.546}}",t
francescapia,2025-06-19 14:01:26.44+00,2025-06-19 14:03:31.897651+00,sequential,0.965691,0.512,1.01485,"{""accuracy"": {""overall"": 0.9656914, ""bivariate"": 0.9681225, ""coherence"": 0.9808453, ""trivariate"": 0.926907, ""univariate"": 0.9868909, ""overall_max"": 0.9721532, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883203, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.512, ""dcr_holdout"": 0.1, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.002, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.099, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000098997, ""nndr_trn_hol"": 0.000000086722, ""nndr_training"": 0.000000100467}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999833, ""discriminator_auc_training_holdout"": 0.505, ""cosine_similarity_training_synthetic"": 0.9997916, ""discriminator_auc_training_synthetic"": 0.516}}",t
bbonnet14,2025-06-19 12:37:40.658+00,2025-06-19 12:46:04.882782+00,flat,0.980311,0.528,0.640087,"{""accuracy"": {""overall"": 0.9803113, ""bivariate"": 0.9820528, ""coherence"": null, ""trivariate"": 0.9666845, ""univariate"": 0.9921966, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.528, ""dcr_holdout"": 0.1, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.098, ""ims_training"": 0.0, ""nndr_holdout"": 0.099260324501, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.063535292984}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.499, ""cosine_similarity_training_synthetic"": 0.9998182, ""discriminator_auc_training_synthetic"": 0.67}}",f
muellermarkus,2025-06-19 11:24:53.699+00,2025-06-19 11:33:12.801654+00,flat,0.983202,0.689,0.00432128,"{""accuracy"": {""overall"": 0.983202, ""bivariate"": 0.9846828, ""coherence"": null, ""trivariate"": 0.9722877, ""univariate"": 0.9926355, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.689, ""dcr_holdout"": 0.578, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.496, ""ims_training"": 0.0, ""nndr_holdout"": 0.561386702787, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.002425911485}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.506, ""cosine_similarity_training_synthetic"": 0.9999074, ""discriminator_auc_training_synthetic"": 0.642}}",f
AksayaVenugopal,2025-06-19 11:17:58.554+00,2025-06-19 11:21:36.883216+00,sequential,0.955781,0.511,0.990682,"{""accuracy"": {""overall"": 0.9557806, ""bivariate"": 0.9565811, ""coherence"": 0.9742663, ""trivariate"": 0.9122657, ""univariate"": 0.9800091, ""overall_max"": 0.9721551, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.988328, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.511, ""dcr_holdout"": 0.106, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.001, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.105, ""ims_training"": 0.002, ""nndr_holdout"": 0.000000114622, ""nndr_trn_hol"": 0.000000087749, ""nndr_training"": 0.000000113554}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999835, ""discriminator_auc_training_holdout"": 0.505, ""cosine_similarity_training_synthetic"": 0.9997013, ""discriminator_auc_training_synthetic"": 0.564}}",t
Sabarinath03,2025-06-19 11:10:58.809+00,2025-06-19 11:19:20.886431+00,flat,0.979191,0.507,0.957467,"{""accuracy"": {""overall"": 0.9791915, ""bivariate"": 0.9804661, ""coherence"": null, ""trivariate"": 0.9677228, ""univariate"": 0.9893856, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.507, ""dcr_holdout"": 0.209, ""dcr_trn_hol"": 0.206, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.209, ""ims_training"": 0.0, ""nndr_holdout"": 0.350943980674, ""nndr_trn_hol"": 0.270792441335, ""nndr_training"": 0.33601746273}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.509, ""cosine_similarity_training_synthetic"": 0.9996515, ""discriminator_auc_training_synthetic"": 0.56}}",t
AksayaVenugopal,2025-06-19 09:54:44.506+00,2025-06-19 09:56:48.216036+00,sequential,0.78667,0.503,0.536661,"{""accuracy"": {""overall"": 0.7866704, ""bivariate"": 0.8260151, ""coherence"": 0.678416, ""trivariate"": 0.750185, ""univariate"": 0.8920655, ""overall_max"": 0.9721999, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.988507, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.503, ""dcr_holdout"": 0.046, ""dcr_trn_hol"": 0.024, ""ims_holdout"": 0.001, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.046, ""ims_training"": 0.001, ""nndr_holdout"": 0.00000035962, ""nndr_trn_hol"": 0.000000209501, ""nndr_training"": 0.000000192994}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999838, ""discriminator_auc_training_holdout"": 0.507, ""cosine_similarity_training_synthetic"": 0.9504226, ""discriminator_auc_training_synthetic"": 0.837}}",t
Tecnarca,2025-06-19 06:45:19.596+00,2025-06-19 06:47:21.958473+00,sequential,0.966955,0.511,0.982606,"{""accuracy"": {""overall"": 0.9669554, ""bivariate"": 0.9710442, ""coherence"": 0.978241, ""trivariate"": 0.9296692, ""univariate"": 0.9888673, ""overall_max"": 0.9721542, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883243, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.511, ""dcr_holdout"": 0.1, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.002, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.099, ""ims_training"": 0.002, ""nndr_holdout"": 0.000000101644, ""nndr_trn_hol"": 0.000000088471, ""nndr_training"": 0.000000099876}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999835, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.9999526, ""discriminator_auc_training_synthetic"": 0.528}}",t
Kiruba-05,2025-06-19 06:15:42.869+00,2025-06-19 06:15:48.66666+00,sequential,0.0,,,{},f
ayajnik,2025-06-18 20:11:27.067+00,2025-06-18 20:19:43.853529+00,flat,0.980728,0.506,1.18571,"{""accuracy"": {""overall"": 0.9807282, ""bivariate"": 0.9821307, ""coherence"": null, ""trivariate"": 0.9693091, ""univariate"": 0.9907447, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.027, ""dcr_trn_hol"": 0.026, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.026, ""ims_training"": 0.0, ""nndr_holdout"": 0.006470457305, ""nndr_trn_hol"": 0.007498940341, ""nndr_training"": 0.007672053891}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.9998025, ""discriminator_auc_training_synthetic"": 0.544}}",t
Terminator19-ops,2025-06-18 17:33:23.271+00,2025-06-18 17:40:56.831417+00,sequential,0.664557,0.523,1.28606,"{""accuracy"": {""overall"": 0.6645572, ""bivariate"": 0.6791802, ""coherence"": 0.612446, ""trivariate"": 0.5478744, ""univariate"": 0.8187282, ""overall_max"": 0.972209, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9885433, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.523, ""dcr_holdout"": 0.061, ""dcr_trn_hol"": 0.004, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.009, ""dcr_training"": 0.059, ""ims_training"": 0.0, ""nndr_holdout"": 0.000404260787, ""nndr_trn_hol"": 0.000001380814, ""nndr_training"": 0.000519905476}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999831, ""discriminator_auc_training_holdout"": 0.506, ""cosine_similarity_training_synthetic"": 0.6453053, ""discriminator_auc_training_synthetic"": 0.988}}",f
yasteneG,2025-06-18 17:30:20.713+00,2025-06-18 17:38:56.060155+00,flat,0.778487,0.505,1.05818,"{""accuracy"": {""overall"": 0.7784866, ""bivariate"": 0.7747687, ""coherence"": null, ""trivariate"": 0.6974525, ""univariate"": 0.8632385, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.282, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.282, ""ims_training"": 0.0, ""nndr_holdout"": 0.550678117498, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.582718216412}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.503, ""cosine_similarity_training_synthetic"": 0.870332, ""discriminator_auc_training_synthetic"": 1.0}}",t
yasteneG,2025-06-18 17:20:12.154+00,2025-06-18 17:28:36.621358+00,flat,0.796123,0.512,1.01242,"{""accuracy"": {""overall"": 0.7961231, ""bivariate"": 0.7925117, ""coherence"": null, ""trivariate"": 0.6978765, ""univariate"": 0.8979811, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.512, ""dcr_holdout"": 0.34, ""dcr_trn_hol"": 0.213, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.339, ""ims_training"": 0.0, ""nndr_holdout"": 0.587176034159, ""nndr_trn_hol"": 0.328710640002, ""nndr_training"": 0.594466708533}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.505, ""cosine_similarity_training_synthetic"": 0.7861627, ""discriminator_auc_training_synthetic"": 1.0}}",t
yasteneG,2025-06-18 17:18:35.855+00,2025-06-18 17:18:40.937659+00,sequential,0.0,,,{},f
yasteneG,2025-06-18 17:16:03.541+00,2025-06-18 17:17:59.810839+00,sequential,0.975307,0.998,0.251443,"{""accuracy"": {""overall"": 0.975307, ""bivariate"": 0.9775644, ""coherence"": 0.9911063, ""trivariate"": 0.9397338, ""univariate"": 0.9928236, ""overall_max"": 0.972153, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883193, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.998, ""dcr_holdout"": 0.056, ""dcr_trn_hol"": 0.056, ""ims_holdout"": 0.004, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.0, ""ims_training"": 1.0, ""nndr_holdout"": 0.000000146371, ""nndr_trn_hol"": 0.000000144888, ""nndr_training"": 0.000000036804}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999835, ""discriminator_auc_training_holdout"": 0.506, ""cosine_similarity_training_synthetic"": 1.0, ""discriminator_auc_training_synthetic"": 0.491}}",f
EugenioTL,2025-06-18 16:47:00.881+00,2025-06-18 16:48:54.523046+00,sequential,0.959989,0.505,0.937343,"{""accuracy"": {""overall"": 0.9599895, ""bivariate"": 0.9646671, ""coherence"": 0.968589, ""trivariate"": 0.9222165, ""univariate"": 0.9844855, ""overall_max"": 0.9721568, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883347, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.101, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.002, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.101, ""ims_training"": 0.002, ""nndr_holdout"": 0.000000111926, ""nndr_trn_hol"": 0.000000087702, ""nndr_training"": 0.000000104913}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999834, ""discriminator_auc_training_holdout"": 0.512, ""cosine_similarity_training_synthetic"": 0.9997016, ""discriminator_auc_training_synthetic"": 0.541}}",t
bbonnet14,2025-06-18 16:14:06.318+00,2025-06-18 16:22:36.435221+00,flat,0.980311,0.528,0.640087,"{""accuracy"": {""overall"": 0.9803113, ""bivariate"": 0.9820528, ""coherence"": null, ""trivariate"": 0.9666845, ""univariate"": 0.9921966, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.528, ""dcr_holdout"": 0.1, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.098, ""ims_training"": 0.0, ""nndr_holdout"": 0.099260324501, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.063535292984}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.499, ""cosine_similarity_training_synthetic"": 0.9998182, ""discriminator_auc_training_synthetic"": 0.67}}",f
EugenioTL,2025-06-18 15:25:08.351+00,2025-06-18 15:27:09.949091+00,sequential,0.947702,0.511,0.931727,"{""accuracy"": {""overall"": 0.9477015, ""bivariate"": 0.9478509, ""coherence"": 0.9650463, ""trivariate"": 0.9059798, ""univariate"": 0.9719291, ""overall_max"": 0.9721548, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883267, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.511, ""dcr_holdout"": 0.099, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.002, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.098, ""ims_training"": 0.002, ""nndr_holdout"": 0.000000111215, ""nndr_trn_hol"": 0.000000086946, ""nndr_training"": 0.000000103622}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999833, ""discriminator_auc_training_holdout"": 0.506, ""cosine_similarity_training_synthetic"": 0.9993358, ""discriminator_auc_training_synthetic"": 0.569}}",t
tobias-pregler,2025-06-18 15:14:33.541+00,2025-06-18 15:23:02.165574+00,flat,0.981664,0.506,1.06475,"{""accuracy"": {""overall"": 0.9816645, ""bivariate"": 0.9831144, ""coherence"": null, ""trivariate"": 0.9703918, ""univariate"": 0.9914874, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.027, ""dcr_trn_hol"": 0.026, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.027, ""ims_training"": 0.0, ""nndr_holdout"": 0.004608671963, ""nndr_trn_hol"": 0.007498940341, ""nndr_training"": 0.004907101758}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.512, ""cosine_similarity_training_synthetic"": 0.999817, ""discriminator_auc_training_synthetic"": 0.545}}",t
yasteneG,2025-06-18 14:41:44.727+00,2025-06-18 14:49:42.415534+00,sequential,0.0,,,{},f
yasteneG,2025-06-18 14:40:46.045+00,2025-06-18 14:49:20.970974+00,flat,0.935329,0.505,0.976437,"{""accuracy"": {""overall"": 0.9353286, ""bivariate"": 0.939781, ""coherence"": null, ""trivariate"": 0.8783687, ""univariate"": 0.9878362, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.298, ""dcr_trn_hol"": 0.197, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.298, ""ims_training"": 0.0, ""nndr_holdout"": 0.449619569662, ""nndr_trn_hol"": 0.27427379321, ""nndr_training"": 0.439025018955}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.9999798, ""discriminator_auc_training_synthetic"": 0.994}}",t
bbonnet14,2025-06-18 14:09:32.987+00,2025-06-18 14:09:46.556016+00,flat,0.0,,,{},
RishiBhuva7,2025-06-18 13:49:43.454+00,2025-06-18 13:58:02.205411+00,flat,0.925408,0.503,0.965946,"{""accuracy"": {""overall"": 0.9254084, ""bivariate"": 0.9250339, ""coherence"": null, ""trivariate"": 0.8943371, ""univariate"": 0.9568543, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.503, ""dcr_holdout"": 0.148, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.148, ""ims_training"": 0.0, ""nndr_holdout"": 0.281151645529, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.2715772801}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.51, ""cosine_similarity_training_synthetic"": 0.9931237, ""discriminator_auc_training_synthetic"": 0.856}}",t
